title,site,link 
"

                    ,
        
        ,
    ","The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/arts/television/trevor-noah-daily-show-trump-tweets.html
"
            Feature: CNN Had a Problem. Donald Trump Solved It.        ","The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/04/magazine/cnn-had-a-problem-donald-trump-solved-it.html
The Daily Fix,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://blogs.wsj.com/dailyfix/
Life Video,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/video/browse/life-culture
WSJ. Magazine,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/public/page/magazine-index.html
WSJ Puzzles,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://blogs.wsj.com/puzzle/
Off Duty Podcast,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/podcasts/latest/wsj-off-duty
The Future of Everything,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://graphics.wsj.com/image-grid/future-of-everything/
,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",https://www.wsj.com/news/realestate
Commercial Real Estate,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/public/page/news-real-estate-commercial.html
House of the Day,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/houseoftheday
Mansion,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/public/page/real-estate-luxury.html
Real Estate Video,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/video/subject/mansion
Special Report,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/on-air/special-report-bret-baier/index.html
Sunday Morning Futures,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/shows/sunday-morning-futures.html
The Cost of Freedom,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/on-air/cost-of-freedom/index.html
The First 100 Days,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/on-air/first-100-days/index.html
The Five,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/on-air/the-five/index.html
The Greg Gutfeld Show,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/shows/greg-gutfeld-show
The Journal Editorial Report,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/on-air/journal-editorial-report/index.html
The O'Reilly Factor,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/shows/the-oreilly-factor.html
The Property Man,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/shows/the-property-man/index.html
Tucker Carlson Tonight,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/on-air/tucker-carlson-tonight/index.html
War Stories,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/on-air/war-stories/index.html
" Russia »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Russia&ict=clu_bl
" Public image of Vladimir Putin »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Public+image+of+Vladimir+Putin&ict=clu_bl
,Google News,https://www.washingtonpost.com/news/worldviews/wp/2017/04/06/putins-ex-wife-returns-to-the-spotlight-with-a-dashing-young-husband-and-a-fancy-french-villa/
,Google News,http://www.huffingtonpost.com/entry/putin-ban-extremist-gay-photo_us_58e5675de4b0917d3476f919
,Google News,http://www.telegraph.co.uk/news/2017/04/06/russias-bans-picture-vladimir-putin-gay-clown/
,Google News,https://themoscowtimes.com/news/russian-court-bans-image-suggesting-putin-is-gay-57632
,Google News,http://tass.com/politics/939743
See all 93 sources »,Google News,/news/more?ncl=dMXKB8zTPAG6EoM0AEy_tv89AXNhM&authuser=0&ned=us&topic=w
" Vladimir Putin »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Vladimir+Putin&ict=clu_bl
BUSINESS,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/#nt=oft02a-14la1
Facebook is trying to school users about spotting fake news,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/la-fi-tn-facebook-fake-news-20170406-story.html#nt=oft02a-14la1
,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/la-fi-tn-facebook-fake-news-20170406-story.html#nt=oft02a-14la1
,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/la-fi-tn-facebook-fake-news-20170406-story.html#nt=oft02a-14la1
,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/la-fi-pepsi-crisis-pr-20170406-story.html#nt=oft02a-14gp2
BUSINESS,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/#nt=oft02a-14gp2
Pepsi's Kendall Jenner ad: Mistake or subversive strategy?,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/la-fi-pepsi-crisis-pr-20170406-story.html#nt=oft02a-14gp2
view all,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/latest/#nt=oft02a-14li3
COMPANY TOWN,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/hollywood/#nt=oft02a-14li3
,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/hollywood/la-fi-ct-trump-oreilly-20170405-story.html#nt=oft02a-14li3
BUSINESS,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/#nt=oft02a-14li3
" ,
, ","News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/us-news/ng-interactive/2017/jan/20/donald-trump-first-100-days-president-daily-updates
" , ","News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/us/sport
" , ","News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/sport/live/2017/apr/06/the-masters-2017-first-round-live
 How the Masters transforms a small Georgia city,"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/cities/2017/apr/06/augusta-spotlight-masters-transforms-georgia-city-golf
 How the Masters transforms a small Georgia city,"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/cities/2017/apr/06/augusta-spotlight-masters-transforms-georgia-city-golf
Masters hole-by-hole coverage: Dustin Johnson pulls out,"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/sport/live/2017/apr/06/the-masters-2017-first-round-live
" , ","News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/football/2017/apr/06/us-canada-mexico-joint-world-cup-bid-2026
"US, Canada and Mexico set to submit joint bid to host 2026 World Cup","News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/football/2017/apr/06/us-canada-mexico-joint-world-cup-bid-2026
,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/mach
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/mach/innovation/lab-grown-meat-may-save-lot-more-farm-animals-lives-n743091
Mach / Innovation,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/mach/innovation
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/mach/space/watch-jupiter-shine-brighter-any-other-time-year-n743366
Mach / Space,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/mach/space
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/video/scientists-can-now-determine-the-population-of-a-river-with-a-few-drops-of-water-915383363791
Mach / Environment,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/mach/environment
Sports,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.nbcsports.com/
More,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://nbcsports.com
O'Reilly's Ratings Are Going Up Amid Sexual Harassment Scandal,Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/bill-oreillys-ratings-are-going-up-amid-sexual-harassment-scandal_us_58e67724e4b05894715ecbef?9wc&ncid=inblnkushpmg00000009
"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/bill-oreillys-ratings-are-going-up-amid-sexual-harassment-scandal_us_58e67724e4b05894715ecbef?9wc&ncid=inblnkushpmg00000009
Maxine Waters: 'Bill O'Reilly Needs To Go To Jail',Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/maxine-waters-bill-oreilly_us_58e59c44e4b0fe4ce08828ea?kec&ncid=inblnkushpmg00000009
"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/maxine-waters-bill-oreilly_us_58e59c44e4b0fe4ce08828ea?kec&ncid=inblnkushpmg00000009
Trump Claims Top Democrat Said He'd Be 'One Of The Great Presidents.' Not Quite.,Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/donald-trump-great-president_us_58e63498e4b0fe4ce08883a0?urh&ncid=inblnkushpmg00000009
"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/donald-trump-great-president_us_58e63498e4b0fe4ce08883a0?urh&ncid=inblnkushpmg00000009
Turkey Says Tests On Victims Point To Sarin Exposure,Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/turkish-ministry-syria-sarin_us_58e67b8ae4b07da8132496cd?ei&ncid=inblnkushpmg00000009
"Russia Calls Syria Gas Attack A 'Monstrous Crime,' But Refuses To Trust U.S. Conclusions",Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/russia-syria-gas-attack-reax_us_58e61e56e4b0fe4ce0887280?ncid=inblnkushpmg00000009
"Chemical Attack Is Assad's Message To The World, Experts Say",Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/syrian-chemical-attack-is-assads-message-to-the-world-activists-say_us_58e3ffdde4b0f4a923b2f581?nl&ncid=inblnkushpmg00000009&ncid=inblnkushpmg00000009
"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/turkish-ministry-syria-sarin_us_58e67b8ae4b07da8132496cd?ei&ncid=inblnkushpmg00000009
Report: Romney Considering Running For Senate,Breaking News and Opinion on The Huffington Post | The Huffington Post,https://www.theatlantic.com/politics/archive/2017/04/utahsen-mitt-romney/522096/
,USA TODAY: Latest World and US News  - USATODAY.com,#
,USA TODAY: Latest World and US News  - USATODAY.com,
,USA TODAY: Latest World and US News  - USATODAY.com,
,USA TODAY: Latest World and US News  - USATODAY.com,
,USA TODAY: Latest World and US News  - USATODAY.com,
"See
                                more video",USA TODAY: Latest World and US News  - USATODAY.com,/media/latest/videos/home/
,USA TODAY: Latest World and US News  - USATODAY.com,#
,USA TODAY: Latest World and US News  - USATODAY.com,
,USA TODAY: Latest World and US News  - USATODAY.com,
"
	                                         ,
	                                     ","ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Lifestyle/high-school-junior-takes-93-year-grandmother-prom/story?id=46565830
"
		                                        High school junior takes his 93-year-old grandmother to prom
		                                    ","ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Lifestyle/high-school-junior-takes-93-year-grandmother-prom/story?id=46565830
"
	                                         ,
	                                     ","ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Lifestyle/firefighters-honor-family-returned-lost-wallet-2k-cash/story?id=46541961
"
		                                        Firefighters honor family that returned lost wallet
		                                    ","ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Lifestyle/firefighters-honor-family-returned-lost-wallet-2k-cash/story?id=46541961
Iraqi city suffering months after ISIS was run out,"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/International/wireStory/iraqi-city-suffering-months-run-46618499
Girlfriend of late pitcher discusses newborn daughter,"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Entertainment/girlfriend-pitcher-died-boating-crash-opens-daughter-born/story?id=46619456
Venezuela opposition keeps pressure up in streets,"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/International/wireStory/venezuela-opposition-pressure-streets-46619529
Orcas," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/news/animalia/wp/2017/04/06/dozens-on-whale-watching-tour-horrified-to-witness-fishermen-harpoon-2-orcas/?utm_term=.6b58b51c6fa9
bin Laden raid," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/news/on-leadership/wp/2017/04/06/what-the-commander-of-the-bin-laden-raid-thinks-you-should-know-about-leadership/?utm_term=.cd3cdce0066a
Pepsi," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/news/post-nation/wp/2017/04/06/a-tense-council-meeting-gets-even-weirder-when-a-man-suddenly-hands-the-mayor-a-pepsi/?tid=sm_tw&utm_term=.1163ab219a22
Police body cameras," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/news/post-nation/wp/2017/04/06/a-body-cam-captured-a-cops-violent-encounter-with-a-teen-but-a-new-law-keeps-the-video-secret/?utm_term=.69baf2559ff8
Trump China," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/news/wonk/wp/2017/04/06/why-trump-wants-the-u-s-to-act-more-like-china/?utm_term=.41e299392447
Masters ," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/sports/golf/despite-injuring-his-back-in-a-fall-dustin-johnson-will-try-to-play-in-the-masters/2017/04/06/3c13ea90-1ae6-11e7-9887-1a5314b56a08_story.html
James Dolan," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/news/early-lead/wp/2017/04/06/the-public-relations-tire-fire-burning-around-james-dolans-knicks-grows-ever-brighter/
"
            Watching: The Best TV Shows and Movies New to Netflix, Amazon and More in April        ","The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/interactive/2017/03/31/watching/watching-april-streaming.html
Health »,"The New York Times - Breaking News, World News & Multimedia",http://www.nytimes.com/pages/health/index.html
"

                    ,
        
        ,
    ","The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/03/health/the-campaign-to-lead-the-world-health-organization.html
"
            Phys Ed: Why Deep Breathing May Keep Us Calm        ","The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/05/well/move/what-chill-mice-can-teach-us-about-keeping-calm.html
"
            Well : Heart Healthy in the Amazon        ","The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/well/heart-healthy-in-the-amazon.html
Travel »,"The New York Times - Breaking News, World News & Multimedia",http://www.nytimes.com/section/travel
"

                    ,
        
        ,
    ","The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/interactive/2017/04/06/travel/what-to-do-36-hours-in-cyprus.html
What’s News,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/news/whats-news
"Trump Vows Syria Response, Military Draws Up Options","The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",https://www.wsj.com/articles/u-s-military-drawing-up-options-for-syria-response-1491499835
285,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",https://www.wsj.com/articles/u-s-military-drawing-up-options-for-syria-response-1491499835
,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",https://www.wsj.com/articles/autopsy-results-show-syria-deaths-linked-to-chemical-weapons-turkish-official-says-1491472940
,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",https://www.wsj.com/articles/nerve-agent-sarin-can-kill-quickly-1491509547
Senate Eliminates Filibuster for High Court Nominees,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",https://www.wsj.com/articles/senate-is-expected-to-vote-to-end-supreme-court-filibuster-thursday-1491471004
Watters' World,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/on-air/watters-world/index.html
Live Video,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//live.foxnews.com
Trending,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/trending/
Newsletters,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/alerts/subscribe.html
Alerts,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/newsletter-signup/alerts
Podcasts,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/podcasts/
Radio,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/radio/
Apps & Products,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/about/apps-downloads
On Air Personalities,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/on-air/personalities/
" Russia »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Russia&ict=clu_bl
" Public image of Vladimir Putin »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Public+image+of+Vladimir+Putin&ict=clu_bl
,Google News,https://www.nytimes.com/2017/04/06/world/asia/rodrigo-duterte-south-china-sea.html
See realtime coverage,Google News,/news/rtc?ncl=dqIR6rk6f79Zz4MTVVYErVUkvoyaM&authuser=0&ned=us&topic=w
,Google News,https://www.nytimes.com/2017/04/06/world/asia/rodrigo-duterte-south-china-sea.html
,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/la-fi-markets-20170406-story.html#nt=oft02a-14li3
BUSINESS,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/#nt=oft02a-14li3
,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/la-fi-blue-origin-20170406-story.html#nt=oft02a-14li3
BUSINESS,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/#nt=oft02a-14li3
,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/la-fi-sunoco-7-eleven-20170406-story.html#nt=oft02a-14li3
BUSINESS,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/#nt=oft02a-14li3
" , ","News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/sport/blog/2017/apr/06/tanking-nba-los-angeles-lakers-brooklyn-nets
The growing acceptance of tanking is good for the NBA,"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/sport/blog/2017/apr/06/tanking-nba-los-angeles-lakers-brooklyn-nets
" , ","News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/sport/blog/2017/apr/06/sports-media-left-wing-politics-espn-fox-sports
Has sports journalism really become a leftwing propaganda tool?,"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/sport/blog/2017/apr/06/sports-media-left-wing-politics-espn-fox-sports
" , ","News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/football/2017/apr/06/antonio-conte-commits-chelsea-agent-federico-pastorello
Coach commits to Chelsea and slaps down agent’s talk of possible move,"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/football/2017/apr/06/antonio-conte-commits-chelsea-agent-federico-pastorello
,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://nbcsports.com
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.nbcsports.com/video/will-oakland-raiders-be-evicted-oakland-alameda-coliseum?cid=eref:nbcnews:video
"
                              NBC Sports
                            ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.nbcsports.com/video/will-oakland-raiders-be-evicted-oakland-alameda-coliseum?cid=eref:nbcnews:video
"
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://nba.nbcsports.com/2017/04/06/thabo-sefolosha-will-get-4-million-in-nypd-lawsuit?cid=eref:nbcnews:text
"
                            NBC Sports
                          ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://nba.nbcsports.com/2017/04/06/thabo-sefolosha-will-get-4-million-in-nypd-lawsuit?cid=eref:nbcnews:text
"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post,https://www.theatlantic.com/politics/archive/2017/04/utahsen-mitt-romney/522096/
Bipartisan Opposition To Trump's Water Cuts Is Already Growing,Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/usda-rural-water-cuts-letter_us_58e66122e4b0773c0d3ebc2c?bkm8pip3c2tx7ds4i&ncid=inblnkushpmg00000009
"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/usda-rural-water-cuts-letter_us_58e66122e4b0773c0d3ebc2c?bkm8pip3c2tx7ds4i&ncid=inblnkushpmg00000009
Pence On Syria: 'All Options Are On The Table',Breaking News and Opinion on The Huffington Post | The Huffington Post,http://pubx.co/g8mAg4
Tillerson On North Korea: 'All Options Are On The Table',Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/us-north-korea-relations_us_58cbaaaee4b0ec9d29dac7c4?3w3mz6pfmplqbbj4i&ncid=inblnkushpmg00000009
A NEW U.S. MANTRA?,Breaking News and Opinion on The Huffington Post | The Huffington Post,http://pubx.co/g8mAg4
"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post,http://pubx.co/g8mAg4
,USA TODAY: Latest World and US News  - USATODAY.com,
,USA TODAY: Latest World and US News  - USATODAY.com,
"See
                                more video",USA TODAY: Latest World and US News  - USATODAY.com,/media/latest/videos/home/
,USA TODAY: Latest World and US News  - USATODAY.com,#
,USA TODAY: Latest World and US News  - USATODAY.com,
,USA TODAY: Latest World and US News  - USATODAY.com,
,USA TODAY: Latest World and US News  - USATODAY.com,
"French candidate Fillon wants united Europe, not 'Frexit'","ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/International/wireStory/french-candidate-fillon-lashes-corruption-leaks-46616730
Israeli military: Palestinian kills soldier in West Bank,"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/International/wireStory/israel-military-palestinian-killed-israeli-west-bank-46616519
Dalai Lama consecrates monastery in India,"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/International/wireStory/dalai-lama-consecrates-monastery-indias-northeast-46616449
Mercedes enjoys best month ever for car sales,"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/International/wireStory/mercedes-enjoys-best-month-car-sales-46616799
Pope to wash feet of inmates at prison,"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/International/wireStory/pope-wash-feet-inmates-symbolic-easter-week-ritual-46617321
Somalia leader declares country a war zone,"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/International/wireStory/somalia-leader-declares-country-war-zone-replaces-chiefs-46618687
Afghanistan dangles lithium wealth to win Trump support,"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Technology/wireStory/afghanistan-dangles-lithium-wealth-win-trump-support-46616010
Senate Republicans use ‘nuclear option’ to break filibuster on Gorsuch," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/powerpost/senate-poised-for-historic-clash-over-supreme-court-nominee-neil-gorsuch/2017/04/06/40295376-1aba-11e7-855e-4824bbb5d748_story.html
Ed O'Keefe," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/people/ed-okeefe/
Graphic: How the Senate voted to alter its rules," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/graphics/politics/gorsuch-senate-votes/?utm_term=.c1bc30b5f2cd
The legislative filibuster will be at risk now that the Senate has gone ‘nuclear’," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/news/powerpost/paloma/daily-202/2017/04/06/daily-202-the-legislative-filibuster-will-be-at-risk-as-soon-as-the-senate-goes-nuclear/58e5c0afe9b69b3a72331e4f/
," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/news/powerpost/paloma/daily-202/2017/04/06/daily-202-the-legislative-filibuster-will-be-at-risk-as-soon-as-the-senate-goes-nuclear/58e5c0afe9b69b3a72331e4f/
James Hohmann," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/people/james-hohmann
Analysis: Your guide to Gorsuch’s confirmation ," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/news/powerpost/wp/2017/04/05/a-viewers-guide-to-how-the-senate-will-confirm-neil-gorsuch-to-the-supreme-court/?tid=ss_tw&utm_term=.9b8d3448a364
Trump weighing military options following chemical weapons attack in Syria," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/world/national-security/trump-weighing-military-options-following-chemical-weapons-attack-in-syria/2017/04/06/0c59603a-1ae8-11e7-9887-1a5314b56a08_story.html
"
            Heads Up: Well-Made Coffee Migrates to Midtown Manhattan        ","The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/travel/where-to-find-good-coffee-in-midtown-manhattan-new-york-city.html
"
            Pursuits: Off Belize, a Hunt for Saltwater Fly-Fishing’s Top Prizes        ","The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/05/travel/belize-fly-fishing-ambergris-cave-coast.html
Books »,"The New York Times - Breaking News, World News & Multimedia",http://www.nytimes.com/section/books
"

                    ,
        
        ,
    ","The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/05/us/politics/donald-trump-childrens-books.html
"
            Books of The Times: ‘Unwanted Advances’ Tackles Sexual Politics in Academia        ","The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/05/books/review-laura-kipnis-unwanted-advances.html
"
            Books of The Times: Mary Gaitskill Looks Unhappiness Straight in the Eye        ","The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/04/books/review-mary-gaitskill-somebody-with-a-little-hammer.html
Education »,"The New York Times - Breaking News, World News & Multimedia",http://www.nytimes.com/section/education
"

                    ,
        
        ,
    ","The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/education/edlife/my-perfect-imperfect-gap-year.html
,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",https://www.wsj.com/articles/senate-is-expected-to-vote-to-end-supreme-court-filibuster-thursday-1491471004
1516,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",https://www.wsj.com/articles/senate-is-expected-to-vote-to-end-supreme-court-filibuster-thursday-1491471004
,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/video/gorsuch-nomination-for-supreme-court/3F3D12A2-B701-44E1-9FEB-1C36047917D5.html
House Intelligence Chairman Nunes Recuses Himself From Russia Probe,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",https://www.wsj.com/articles/house-intelligence-committee-chairman-devin-nunes-stepping-aside-from-russia-probe-1491486707
,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",https://www.wsj.com/articles/house-intelligence-committee-chairman-devin-nunes-stepping-aside-from-russia-probe-1491486707
1174,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",https://www.wsj.com/articles/house-intelligence-committee-chairman-devin-nunes-stepping-aside-from-russia-probe-1491486707
"White House’s Cohn, Ex-Goldman, Backs Breaking Up Big Banks","The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",https://www.wsj.com/articles/gary-cohn-backs-breaking-up-big-banks-1491491219
